date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-12-14 00:00:00,11.9,9.8,13,,,,10.9,27.8,1026.8,
2021-12-15 00:00:00,11.6,9.4,13,,,,8.5,25.9,1031.1,
2021-12-16 00:00:00,9.5,5.5,12,,,,5.4,16.7,1037.4,
2021-12-17 00:00:00,8,4.1,10,,,,12.9,31.5,1038.9,
2021-12-18 00:00:00,7,2,9,,,,12.2,33.3,1036.9,
2021-12-19 00:00:00,6.3,5,8,,,,10.1,27.8,1033.3,
2021-12-20 00:00:00,6.2,5,7,,,,15.3,29.6,1027.1,
2021-12-21 00:00:00,6.6,3.7,8,,,,15.4,29.6,1022.9,
2021-12-22 00:00:00,6.9,2.8,9,,,,15.3,33.3,1015.5,
2021-12-23 00:00:00,9.7,5,14,,,,12.9,31.5,1007.1,
2021-12-24 00:00:00,9.8,8,11,,,,12.3,33.3,1001.9,
2021-12-25 00:00:00,9.2,8.3,10.6,,,,13.6,31.5,999.3,
2021-12-26 00:00:00,9.1,7,12,,,,6.4,22.2,999.1,
2021-12-27 00:00:00,10.6,8.1,13,,,,17.2,37,988.6,
2021-12-28 00:00:00,10.7,9,12,,,,25.2,70.4,995.9,
2021-12-29 00:00:00,13.3,10.4,16,,,,19.4,59.3,1004.8,
2021-12-30 00:00:00,14,13.7,15,,,,22,48.2,1012.7,
2021-12-31 00:00:00,13.8,12.7,15,,,,20.3,48.2,1016.2,
2022-01-01 00:00:00,13.2,12.2,14.1,,,,21.2,38.9,1015.5,
2022-01-02 00:00:00,11,9.9,12.2,,,,20.9,55.5,1010.9,
2022-01-03 00:00:00,9.9,8.6,11,,,,17.3,48.2,1008.4,
2022-01-04 00:00:00,5.6,3,9.4,,,,13.9,37,1004.1,
2022-01-05 00:00:00,4.2,1,8,,,,9.4,24.1,1016.8,
2022-01-06 00:00:00,4.6,0,9,,,,14.6,50,1015.6,
2022-01-07 00:00:00,4.6,2,6,,,,16.4,55.5,1012.8,
2022-01-08 00:00:00,7.8,3,12,,,,20.6,53.7,1003.5,
2022-01-09 00:00:00,7.7,6,10,,,,14.5,48.2,1004.8,
2022-01-10 00:00:00,9,7,12,,,,6.5,18.5,1017.1,
2022-01-11 00:00:00,9.6,6,13,,,,6.5,16.7,1029.8,
2022-01-12 00:00:00,4.4,-1,10,,,,4.6,16.7,1040.8,
2022-01-13 00:00:00,2.1,-3,11,,,,3.1,14.8,1040.9,
2022-01-14 00:00:00,4.2,1,11,,,,6,18.5,1034.4,
2022-01-15 00:00:00,5.2,2.4,8,,,,4.6,18.5,1025.1,
2022-01-16 00:00:00,8,6.2,10,,,,8.3,22.2,1028.2,
2022-01-17 00:00:00,3.1,-3,10,,,,3.2,13,1038.2,
2022-01-18 00:00:00,3.8,-1,9,,,,5,13,1035.8,
2022-01-19 00:00:00,6.5,3,11,,,,9,24.1,1029.6,
2022-01-20 00:00:00,4.4,-2,8,,,,9.2,24.1,1037.4,
2022-01-21 00:00:00,1.2,-5,6,,,,5.3,16.7,1040.8,
2022-01-22 00:00:00,5,1.2,7,,,,6.6,14.8,1038.7,
2022-01-23 00:00:00,3.9,-0.1,6,,,,6.3,16.7,1034.4,
2022-01-24 00:00:00,5.1,2.3,7,,,,9.1,20.4,1032,
2022-01-25 00:00:00,4.5,2.1,6,,,,7.2,16.7,1033.8,
2022-01-26 00:00:00,5.2,0.4,8,,,,5.8,27.8,1034,
2022-01-27 00:00:00,8.6,1,13,,,,11.2,38.9,1030.9,
2022-01-28 00:00:00,4.6,-2,11,,,,7.3,42.6,1035.6,
2022-01-29 00:00:00,10.5,8,12,,,,18.6,51.8,1032.3,
2022-01-30 00:00:00,6,-2,10,,,,10.4,48.2,1031.5,
2022-01-31 00:00:00,8.2,7,9.2,,,,19.6,44.5,1028.4,
2022-02-01 00:00:00,10.3,8,12,,,,23.1,46.3,1026.6,
2022-02-02 00:00:00,9.9,8.7,13,,,,13.6,37,1024.7,
2022-02-03 00:00:00,9.1,6,11,,,,13.3,38.9,1015.5,
2022-02-04 00:00:00,7.5,4,11,,,,18.9,48.2,1014.4,
2022-02-05 00:00:00,7,0,12,,,,21.4,63,1020.9,
2022-02-06 00:00:00,10.6,8.6,13,,,,35.6,77.8,1012.4,
2022-02-07 00:00:00,8.5,1,13,,,,12.8,38.9,1027.2,
2022-02-08 00:00:00,10.7,8,12,,,,17.1,40.8,1028,
2022-02-09 00:00:00,9.9,5,13,,,,9.8,31.5,1024.2,
2022-02-10 00:00:00,6.4,1,9,,,,10.2,27.8,1025.1,
2022-02-11 00:00:00,3.4,-3,9,,,,6.9,22.2,1031.6,
2022-02-12 00:00:00,7.5,1,10.1,,,,22.4,48.2,1019.6,
2022-02-13 00:00:00,9.8,8.9,11,,,,27.3,59.3,998.5,
2022-02-14 00:00:00,7.2,4,9,,,,17.4,35.2,1002.8,
2022-02-15 00:00:00,9.2,3,12,,,,19.1,55.5,1007.1,
2022-02-16 00:00:00,13.3,11,16,,,,35.9,77.8,1000.5,
2022-02-17 00:00:00,10.1,8.8,12,,,,25,68.5,1010.6,
2022-02-18 00:00:00,8.3,5,12,,,,39.7,88.9,1000.3,
2022-02-19 00:00:00,7.7,3,12,,,,24.4,66.7,1012,
2022-02-20 00:00:00,10.9,6.9,14,,,,38.1,81.5,1007.9,
2022-02-21 00:00:00,8.6,6.3,11,,,,33,70.4,1016.4,
2022-02-22 00:00:00,9.8,4,13,,,,18.2,59.3,1021.1,
2022-02-23 00:00:00,7.4,2,11,,,,14.8,42.6,1021.2,
2022-02-24 00:00:00,6.5,4,10,,,,24.8,59.3,1014.2,
2022-02-25 00:00:00,6.8,1,11,,,,11.7,42.6,1027.8,
2022-02-26 00:00:00,6,-1,11,,,,18.8,42.6,1026.4,
2022-02-27 00:00:00,7.8,4.6,10,,,,19.6,38.9,1020.5,
2022-02-28 00:00:00,9.5,8,11,,,,18.7,38.9,1021.6,
2022-03-01 00:00:00,7.5,5.7,9,,,,15.7,40.8,1023.8,
2022-03-02 00:00:00,9.4,8.4,11,,,,19.6,38.9,1016.7,
2022-03-03 00:00:00,9,7,10,,,,15.5,29.6,1013.4,
2022-03-04 00:00:00,7.1,4,11,,,,12.4,27.8,1021.3,
2022-03-05 00:00:00,5.8,2,10,,,,16.6,37,1025.8,
2022-03-06 00:00:00,5.1,2,8,,,,20.3,42.6,1028.1,
2022-03-07 00:00:00,4.7,1,8,,,,23.8,42.6,1021.6,
2022-03-08 00:00:00,7.8,4.3,10,,,,23.4,48.2,1010.2,
2022-03-09 00:00:00,9.5,7.9,11,,,,27.4,48.2,1012,
2022-03-10 00:00:00,9.8,8.5,11,,,,22.8,35.2,1012.2,
2022-03-11 00:00:00,9.8,7.7,13,,,,25.5,44.5,999.5,
2022-03-12 00:00:00,9,6.8,11,,,,26.2,55.5,1003.7,
2022-03-13 00:00:00,8.6,6,11,,,,19.2,44.5,1004.3,
2022-03-14 00:00:00,7.1,0,14,,,,5.7,16.7,1022.5,
2022-03-15 00:00:00,7.4,3,12,,,,7.3,22.2,1020.3,
2022-03-16 00:00:00,8.1,4,11,,,,10.1,27.8,1019.2,
2022-03-17 00:00:00,8.1,-1,15,,,,9,35.2,1032.6,
2022-03-18 00:00:00,9.6,3,15,,,,12.1,31.5,1039.7,
2022-03-19 00:00:00,9.9,6,13,,,,26,51.8,1032.9,
2022-03-20 00:00:00,7.9,4.2,12,,,,16.9,37,1026.1,
2022-03-21 00:00:00,9.6,5.6,13,,,,11.5,33.3,1025.6,
2022-03-22 00:00:00,11,8,14,,,,14.5,37,1025.6,
2022-03-23 00:00:00,10,3,17,,,,7.7,27.8,1028.5,
2022-03-24 00:00:00,9.5,-1,18,,,,5.8,20.4,1029.4,
2022-03-25 00:00:00,9.7,1,18,,,,10.4,31.5,1030.1,
2022-03-26 00:00:00,11.2,4,18,,,,15.4,38.9,1031.1,
2022-03-27 00:00:00,11.3,6,18,,,,13.7,37,1029.4,
2022-03-28 00:00:00,9.6,2,14,,,,6.5,27.8,1021.2,
2022-03-29 00:00:00,10.5,8.6,12,,,,9.8,29.6,1010.7,
2022-03-30 00:00:00,9.3,5,16,,,,9.5,29.6,1006.2,
2022-03-31 00:00:00,5.1,2.7,9,,,,24.5,48.2,1011.5,
2022-04-01 00:00:00,4.9,0,10,,,,16,37,1019.6,
2022-04-02 00:00:00,4.7,-2,11,,,,5.9,18.5,1023.1,
2022-04-03 00:00:00,5.3,-2,11,,,,8,25.9,1026.5,
2022-04-04 00:00:00,10.2,6.4,13,,,,20.3,46.3,1016.5,
2022-04-05 00:00:00,11.5,10,14,,,,19.3,51.8,1012.1,
2022-04-06 00:00:00,11.5,9.9,15,,,,25.6,64.8,999.1,
2022-04-07 00:00:00,9.4,6,13,,,,26.4,66.7,994.4,
2022-04-08 00:00:00,7,4.2,12,,,,9.9,27.8,1001.8,
2022-04-09 00:00:00,6.6,1,12,,,,11.8,31.5,1016.9,
2022-04-10 00:00:00,6.5,-2,12,,,,15,38.9,1016.8,
2022-04-11 00:00:00,10.7,6.8,14,,,,24.1,46.3,1005.8,
2022-04-12 00:00:00,12.7,9,17,,,,14.8,35.2,1003.8,
2022-04-13 00:00:00,12.8,9.7,16,,,,10.4,25.9,1015.2,
2022-04-14 00:00:00,11.1,6,16,,,,7.4,24.1,1021.8,
2022-04-15 00:00:00,12.2,9,18,,,,7.4,22.2,1025.8,
2022-04-16 00:00:00,12.1,8,17,,,,10,27.8,1028.3,
2022-04-17 00:00:00,11.1,4,16,,,,12.7,33.3,1021.3,
2022-04-18 00:00:00,9.9,4,13,,,,10.2,31.5,1018.2,
2022-04-19 00:00:00,9.7,1,15,,,,10.3,25.9,1017.5,
2022-04-20 00:00:00,11.9,8,17,,,,11.8,33.3,1015.4,
2022-04-21 00:00:00,11.8,5,19,,,,10,35.2,1010.3,
2022-04-22 00:00:00,11.4,7,15,,,,22.1,42.6,1006.1,
2022-04-23 00:00:00,12.5,9,18,,,,23.6,46.3,1002.2,
2022-04-24 00:00:00,13,9,18,,,,18.5,40.8,1007.8,
2022-04-25 00:00:00,10.5,5,15,,,,10.6,29.6,1015.6,
2022-04-26 00:00:00,9.8,4,15,,,,12.3,31.5,1021,
2022-04-27 00:00:00,8.8,3,13,,,,15,37,1026.2,
2022-04-28 00:00:00,9.2,4,15,,,,9.9,29.6,1030.1,
2022-04-29 00:00:00,10.4,5,17,,,,7.3,22.2,1030.9,
2022-04-30 00:00:00,9.2,1,14,,,,6.8,16.7,1029.5,
2022-05-01 00:00:00,9,6.5,11,,,,5.8,14.8,1023.7,
2022-05-02 00:00:00,10.7,9,13,,,,5.3,16.7,1021.1,
2022-05-03 00:00:00,12.4,8,18,,,,6,18.5,1021.2,
2022-05-04 00:00:00,12.9,8.6,18,,,,10.6,35.2,1020.5,
2022-05-05 00:00:00,14,8,20,,,,10.2,29.6,1024.9,
2022-05-06 00:00:00,13.8,10,18,,,,12.6,38.9,1026.7,
2022-05-07 00:00:00,15.6,9,21,,,,11.8,29.6,1026.2,
2022-05-08 00:00:00,13.7,10.3,17,,,,10.5,24.1,1027.7,
2022-05-09 00:00:00,12.5,5,18,,,,11.4,37,1022,
2022-05-10 00:00:00,15.3,11.9,20,,,,16.4,46.3,1015.4,
2022-05-11 00:00:00,13.5,10,16,,,,19.1,48.2,1010.9,
2022-05-12 00:00:00,12.2,6,16,,,,11.6,44.5,1019.5,
2022-05-13 00:00:00,14.1,9,20,,,,13.7,46.3,1021.3,
2022-05-14 00:00:00,12.6,6,18,,,,7.8,22.2,1020.6,
2022-05-15 00:00:00,15,11,19,,,,16.8,35.2,1012.4,
2022-05-16 00:00:00,15.4,13,19,,,,16.4,42.6,1013.2,
2022-05-17 00:00:00,15,12,20,,,,15.3,38.9,1015.5,
2022-05-18 00:00:00,13.2,9,17,,,,14.7,37,1017.8,
2022-05-19 00:00:00,14.2,9,20,,,,10,29.6,1018.5,
2022-05-20 00:00:00,13.8,11,18,,,,13.8,51.8,1019.1,
2022-05-21 00:00:00,14.2,7,19,,,,7.8,35.2,1021.1,
2022-05-22 00:00:00,14.6,9.9,20,,,,8.3,22.2,1013.7,
2022-05-23 00:00:00,12.8,9,16,,,,9.5,38.9,1004.4,
2022-05-24 00:00:00,12.6,7,18,,,,13,40.8,1007.9,
2022-05-25 00:00:00,13.7,8,18,,,,19.3,55.5,1014.8,
2022-05-26 00:00:00,15.4,13,19,,,,16.3,50,1023.3,
2022-05-27 00:00:00,15,10,19,0,,,15.6,37,1026.2,
2022-05-28 00:00:00,13.4,4,20,0,,,10.1,24.1,1025.6,
2022-05-29 00:00:00,11.5,7.8,16,4.5,,,9.7,25.9,1019.5,
2022-05-30 00:00:00,10.5,6.8,17,6.1,,,6.5,27.8,1013.5,
2022-05-31 00:00:00,11.7,5.5,18,0.1,,,11.6,27.8,1013.3,
2022-06-01 00:00:00,12.4,4,19,0.7,,,9.2,27.8,1017.5,
2022-06-02 00:00:00,13.2,6,19,0,,,11.8,,1019,
2022-06-03 00:00:00,14.8,5,23,5.3,,,9.9,,1016.7,
2022-06-04 00:00:00,15,12,18,4.5,,,15.4,,1017.2,
2022-06-05 00:00:00,13.9,11,18,6.6,,,9,,1015.7,
2022-06-06 00:00:00,15.4,8.6,21,0.6,,,9.6,,1014.6,
2022-06-07 00:00:00,15.8,12.8,20,2.9,,,12,,1010.7,
2022-06-08 00:00:00,16.1,12.9,22,0.5,,,17,,1007.6,
2022-06-09 00:00:00,15.6,11,20,0.1,,,16.3,,1015.3,
2022-06-10 00:00:00,17,12,22,0,,,16.1,,1018.6,
2022-06-11 00:00:00,16.2,10,22,0,,,14,,1022.2,
2022-06-12 00:00:00,14.9,10,21,0,,,12.9,,1025.3,
2022-06-13 00:00:00,14.3,6,22,0,,,8.8,,1025.7,
2022-06-14 00:00:00,14.8,7,21,0,,,7.3,22.2,1020.9,
2022-06-15 00:00:00,16.5,7,26,0,,,7.7,25.9,1019.2,
2022-06-16 00:00:00,17.7,10,25,0,,,9,24.1,1021.9,
2022-06-17 00:00:00,20.5,9,32,0,,,10.8,35.2,1019.5,
2022-06-18 00:00:00,16,11,20,0.7,,,16.5,42.6,1018.4,
2022-06-19 00:00:00,13.1,10,17,1.9,,,18.1,38.9,1015.2,
2022-06-20 00:00:00,16.6,12,23,0,,,15.7,38.9,1018.1,
2022-06-21 00:00:00,16.5,8,24,0,,,6.8,24.1,1014.6,
2022-06-22 00:00:00,19.1,9,26,0,,,10.4,27.8,1013,
2022-06-23 00:00:00,17.8,12,24,2.4,,,7.8,20.4,1009.4,
2022-06-24 00:00:00,15.7,13,18,2.5,,,16.4,42.6,1003.6,
2022-06-25 00:00:00,13.4,10,16,3.8,,,18.5,44.5,1005.7,
2022-06-26 00:00:00,15,11.3,19,0.3,,,21.6,46.3,1010,
2022-06-27 00:00:00,15,12,19,1,,,14.8,46.3,1015.9,
2022-06-28 00:00:00,14,11,16,4.9,,,23.1,46.3,1015.4,
2022-06-29 00:00:00,14.9,12,19,4.3,,,12.1,33.3,1010.7,
2022-06-30 00:00:00,12.9,9.5,19,12,,,6.9,33.3,1012,
2022-07-01 00:00:00,13.2,7,18,1.5,,,10.1,40.8,1017,
2022-07-02 00:00:00,15.3,12,18,1.6,,,14.3,38.9,1017.9,
2022-07-03 00:00:00,15.6,11,20,0.6,,,13.5,33.3,1020.8,
2022-07-04 00:00:00,14.1,8,18,0,,,9.6,33.3,1023.3,
2022-07-05 00:00:00,16,9,21,0,,,11,25.9,1026.7,
2022-07-06 00:00:00,17,12,22,0,,,12.5,33.3,1028.8,
2022-07-07 00:00:00,19.4,15.9,25,0,,,13.4,25.9,1030.2,
2022-07-08 00:00:00,19.9,11,28,0,,,8.7,25.9,1032.9,
2022-07-09 00:00:00,20.3,12,28,0,,,9.6,25.9,1030.8,
2022-07-10 00:00:00,20,13.9,26,0,,,10,22.2,1027.1,
2022-07-11 00:00:00,20,11,27,0,,,9.2,27.8,1023.2,
2022-07-12 00:00:00,21.2,15,27,0,,,6.5,20.4,1022.2,
2022-07-13 00:00:00,20.5,15,26,0,,,9.3,25.9,1022.6,
2022-07-14 00:00:00,18.2,11.7,24,0,,,13.6,31.5,1024.2,
2022-07-15 00:00:00,18.2,9,25,0,,,8.7,24.1,1024.8,
2022-07-16 00:00:00,18.3,10,25,0,,,8.6,24.1,1025,
2022-07-17 00:00:00,20.7,14,27,0,,,13,31.5,1023.9,
2022-07-18 00:00:00,22,11,31,0,,,8.3,35.2,1018.3,
2022-07-19 00:00:00,23.2,16,29,0,,,11.1,35.2,1010.9,
2022-07-20 00:00:00,18.2,16,20,1.6,,,12.7,29.6,1016.6,
2022-07-21 00:00:00,18.4,14.7,24,0,,,10.7,22.2,1021.9,
2022-07-22 00:00:00,17.9,14,23,0,,,8.8,29.6,1019.5,
2022-07-23 00:00:00,16,9,21,1.5,,,12.1,37,1018.6,
2022-07-24 00:00:00,19.7,17.6,24,3.9,,,24.1,44.5,1013.1,
2022-07-25 00:00:00,18.3,15,22,0,,,18.2,42.6,1012.5,
2022-07-26 00:00:00,16.9,11.6,23,0,,,9.8,25.9,1020.5,
2022-07-27 00:00:00,15.2,6,21,0,,,8.6,18.5,1019.5,
2022-07-28 00:00:00,16.4,11,22,1.5,,,7.8,18.5,1016.2,
2022-07-29 00:00:00,18.2,11,25,0,,,8.9,22.2,1018.2,
2022-07-30 00:00:00,18.8,12,26,0.2,,,10.9,40.8,1019.2,
2022-07-31 00:00:00,20.5,16,25,0.5,,,17.6,44.5,1017.8,
2022-08-01 00:00:00,20,15,26,0.6,,,10.9,31.5,1019,
2022-08-02 00:00:00,21.2,18,26,0,,,17.4,44.5,1016,
2022-08-03 00:00:00,20.8,16,26,1.3,,,14.3,37,1013.8,
2022-08-04 00:00:00,17.3,13,22,0,,,14.3,29.6,1017.2,
2022-08-05 00:00:00,15.6,6,21,0,,,14,29.6,1024.5,
2022-08-06 00:00:00,16.5,7,24,0,,,8.9,22.2,1028.9,
2022-08-07 00:00:00,19.2,11,27,0,,,8.4,22.2,1026.6,
2022-08-08 00:00:00,20,10,28,0,,,9.3,22.2,1026.4,
2022-08-09 00:00:00,20.7,10,28,0,,,9.1,22.2,1027.9,
2022-08-10 00:00:00,21.2,11,30,0,,,8.4,27.8,1024.6,819
2022-08-11 00:00:00,22.8,13,32,0,,,8.4,25.9,1020.7,818
2022-08-12 00:00:00,23.3,13,33,0,,,9.4,27.8,1017.1,820
2022-08-13 00:00:00,22.6,14,32,0,,,9.2,31.5,1013,677
2022-08-14 00:00:00,23.8,14,33,0,,,9.6,24.1,1006.5,601
2022-08-15 00:00:00,18.8,14,24,1.1,,,7.1,24.1,1003.4,173
2022-08-16 00:00:00,17.9,15.4,21,2.8,,,6,18.5,1007,57
2022-08-17 00:00:00,19.1,16,25,1.7,,,12.8,27.8,1012,280
2022-08-18 00:00:00,18.8,14.1,23,0.3,,,8.9,31.5,1015,149
2022-08-19 00:00:00,18.8,16,23,0,,,12.7,40.8,1016.2,502
2022-08-20 00:00:00,18.4,13,23,0,,,14.1,38.9,1017.9,351
2022-08-21 00:00:00,17.3,13.4,21,0,,,11.8,24.1,1015.8,154
2022-08-22 00:00:00,18.2,15.7,21,1.2,,,10.9,29.6,1012.6,111
2022-08-23 00:00:00,20.1,14,26,0.1,,,11.2,27.8,1013.4,86
2022-08-24 00:00:00,20,17,25,3.4,,,15.2,31.5,1015.6,162
2022-08-25 00:00:00,18.2,13,23,0.1,,,12.4,27.8,1019.1,496
2022-08-26 00:00:00,15.4,8,22,1.7,,,6.6,25.9,1019.7,248
2022-08-27 00:00:00,17.4,10,25,0.3,,,7.5,20.4,1018.9,376
2022-08-28 00:00:00,18.4,13,23,0,,,8.6,29.6,1020.8,261
2022-08-29 00:00:00,17.8,11,24,0,,,11.7,35.2,1021.5,467
2022-08-30 00:00:00,18.2,12,23,0,,,15.8,37,1022.5,367
2022-08-31 00:00:00,19,14,25,0,,,14.1,38.9,1022.7,381
2022-09-01 00:00:00,18.8,13,23,0.9,,,14.1,35.2,1018.3,179
2022-09-02 00:00:00,18.2,14,23,0,,,7.8,25.9,1012,281
2022-09-03 00:00:00,16.5,13,19.6,2.1,,,13.4,37,1007.9,68
2022-09-04 00:00:00,18.2,17,21,17.4,,,22.4,38.9,1010.6,111
2022-09-05 00:00:00,17.6,14,21,30.8,,,20.5,40.8,1012.4,205
2022-09-06 00:00:00,17,15,20,7.8,,,19.8,40.8,1009,152
2022-09-07 00:00:00,17.2,15,20,2.4,,,20.4,42.6,1005.4,197
2022-09-08 00:00:00,16.4,15,20,5,,,16.9,46.3,1002,113
2022-09-09 00:00:00,16.5,14,19,0.8,,,15.4,40.8,1008.7,121
2022-09-10 00:00:00,16.9,13,21,0,,,6.3,22.2,1016.6,314
2022-09-11 00:00:00,16.8,11,20,0.3,,,10.8,29.6,1016.9,118
2022-09-12 00:00:00,18.7,15,23,0.5,,,5.2,24.1,1010.8,144
2022-09-13 00:00:00,16.6,15,18,6.4,,,12,37,1009,0
2022-09-14 00:00:00,16.7,13,22,5.4,,,12,31.5,1007.9,287
2022-09-15 00:00:00,14.6,11,18,0,,,13,27.8,1014.6,359
2022-09-16 00:00:00,13.7,9,18,0,,,12.6,29.6,1019.8,518
2022-09-17 00:00:00,10.6,3,18,0,,,7.8,22.2,1024,539
2022-09-18 00:00:00,11,3,19,0,,,7.6,24.1,1023.6,462
2022-09-19 00:00:00,12.3,4,19,0,,,6,16.7,1025.1,392
2022-09-20 00:00:00,13.7,6,20,0,,,5.6,14.8,1026.4,296
2022-09-21 00:00:00,13,8,20,0,,,7,22.2,1025.4,400
2022-09-22 00:00:00,13.8,7,20,2.1,,,8.3,29.6,1019.4,246
2022-09-23 00:00:00,15.6,12,19,1,,,11.6,31.5,1015.8,261
2022-09-24 00:00:00,12.6,6,18,0.1,,,10.1,29.6,1018.2,424
2022-09-25 00:00:00,11.9,3,16,0,,,10.6,27.8,1020,323
2022-09-26 00:00:00,13.6,12,16,8.2,,,19.6,48.2,1007,319
2022-09-27 00:00:00,12.8,10.6,15,2.3,,,15.8,40.8,1004.6,141
2022-09-28 00:00:00,11.5,7,15,0,,,12.5,25.9,1002.2,225
2022-09-29 00:00:00,10.7,4,16,1.5,,,9.9,31.5,1004.8,286
2022-09-30 00:00:00,10.4,3,16,8.3,,,13.7,59.3,1005.9,33
2022-10-01 00:00:00,15.6,12,19,0,,,16.9,53.7,1009.3,283
2022-10-02 00:00:00,14.9,12,19,8.7,,,8.5,25.9,1020.8,274
2022-10-03 00:00:00,12.9,6,18,0.2,,,7.3,25.9,1024.3,209
2022-10-04 00:00:00,15.6,14,17,0.3,,,18.6,46.3,1016.4,110
2022-10-05 00:00:00,15.1,10,17.2,1.4,,,25.3,63,1013,86
2022-10-06 00:00:00,13.5,6,19,0,,,13.8,38.9,1027.3,375
2022-10-07 00:00:00,14.2,11,19,0.9,,,15.8,50,1020.6,278
2022-10-08 00:00:00,10.1,3,18,0,,,6.3,24.1,1023.7,439
2022-10-09 00:00:00,12.3,5,17,0,,,14.2,33.3,1015.7,312
2022-10-10 00:00:00,12.5,4,16,0.8,,,11.8,31.5,1018.7,506
2022-10-11 00:00:00,8.4,1,17,0,,,4.6,16.7,1026.4,423
2022-10-12 00:00:00,12,7,17,0.1,,,8,31.5,1020.2,140
2022-10-13 00:00:00,12.9,10,18,1.3,,,5.5,20.4,1015.9,261
2022-10-14 00:00:00,13,9,17,0.8,,,6.6,29.6,1010.4,54
2022-10-15 00:00:00,13.4,10,17,0.7,,,18,48.2,1003.7,274
2022-10-16 00:00:00,13.6,9,17,2.8,,,17.9,40.8,1007.4,265
2022-10-17 00:00:00,14.5,7,18,0.5,,,14.1,37,1016,324
2022-10-18 00:00:00,12.3,5,18,0.7,,,14.1,35.2,1024.5,210
2022-10-19 00:00:00,16.7,15,19,12.8,,,29.1,44.5,1013.8,54
2022-10-20 00:00:00,14.7,12,18,0.3,,,9.7,25.9,1005.6,198
2022-10-21 00:00:00,15.2,14,16,18.7,,,25.1,48.2,997.3,30
2022-10-22 00:00:00,14.5,11,17,13,,,14.1,33.3,1007,124
2022-10-23 00:00:00,14.7,12,17,10,,,13,27.8,998.1,149
2022-10-24 00:00:00,13.3,10,17,3.3,,,12.7,38.9,1003,208
2022-10-25 00:00:00,14,10,16,3.3,,,18.5,38.9,1008.2,97
2022-10-26 00:00:00,15.9,14,18,3.3,,,22.6,48.2,1008.6,216
2022-10-27 00:00:00,16.3,14,20,11.4,,,17.8,38.9,1011.2,136
2022-10-28 00:00:00,15.2,12,18,2.9,,,15.2,37,1013.5,244
2022-10-29 00:00:00,16.1,14,19,11.9,,,21.6,40.8,1010.8,13
2022-10-30 00:00:00,15,13.8,17,1.3,,,21.1,44.5,1012.5,144
2022-10-31 00:00:00,14.5,12,16,8.7,,,22.5,53.7,1006.5,110
2022-11-01 00:00:00,11.8,10,15,2.8,,,23.9,63,1006.3,146
2022-11-02 00:00:00,12,8,15,19.5,,,25,63,1011.1,134
2022-11-03 00:00:00,10.7,7,14,9.2,,,10.5,37,999.8,154
2022-11-04 00:00:00,9.1,7,13,0,,,10.8,29.6,1012.9,296
2022-11-05 00:00:00,11.7,7,14,5,,,15,44.5,1012.4,0
2022-11-06 00:00:00,11.4,9,14,1.9,,,15.7,46.3,1002.7,116
2022-11-07 00:00:00,13.7,12.1,16,9.6,,,29.3,61.1,1000.5,2
2022-11-08 00:00:00,12.2,10,14,5.8,,,22.3,59.3,995.3,156
2022-11-09 00:00:00,11.6,9,15,0,,,17.4,46.3,1007.5,209
2022-11-10 00:00:00,13.3,9,15,0.3,,,19.9,44.5,1019.4,96
2022-11-11 00:00:00,14.6,13,16,0.1,,,17.5,40.8,1024.1,167
2022-11-12 00:00:00,13.4,10.1,15,0,,,14.3,35.2,1023.2,252
2022-11-13 00:00:00,14.2,12.6,16,0,,,16.7,33.3,1015.8,312
2022-11-14 00:00:00,12.8,9,14,1.7,,,13.2,37,1006.9,47
2022-11-15 00:00:00,10.8,8,13,22.8,,,17.8,46.3,992.3,65
2022-11-16 00:00:00,9.3,7,11,15.8,,,14,29.6,985.9,125
2022-11-17 00:00:00,9.5,8,12,0,,,14.4,37,989.5,247
2022-11-18 00:00:00,8.1,1,12,0,,,12.1,38.9,1004,267
2022-11-19 00:00:00,5.2,-2,10,1.6,,,5.4,22.2,1013.5,235
2022-11-20 00:00:00,9,5,12,0.7,,,12.2,44.5,1009.7,206
2022-11-21 00:00:00,8.6,5,11,15.3,,,20.5,57.4,992.6,79
2022-11-22 00:00:00,8.4,4,11,5.2,,,14.8,50,990.1,198
2022-11-23 00:00:00,10.1,6,13,4.7,,,22.6,53.7,991.7,192
2022-11-24 00:00:00,10.4,8,12,5.3,,,24,48.2,1000.8,64
2022-11-25 00:00:00,9.8,4,14,0,,,13.8,40.8,1015.9,276
2022-11-26 00:00:00,11.7,10,13.7,12,,,23.9,50,1019.4,2
2022-11-27 00:00:00,10.8,8,13.4,1.4,,,10,35.2,1011.7,74
2022-11-28 00:00:00,8,5,11,0,,,9.2,33.3,1009.5,193
2022-11-29 00:00:00,5.4,2,10,0,,,4.8,16.7,1019.5,122
2022-11-30 00:00:00,6.8,4,9,0.5,,,8.6,18.5,1024,83
2022-12-01 00:00:00,4.6,2,6.3,0,,,5.8,16.7,1028.5,102
2022-12-02 00:00:00,3.4,-1,6,0,,,7.9,33.3,1025.4,54
2022-12-03 00:00:00,5.3,3.9,6.1,0,,,17.7,38.9,1020.5,8
2022-12-04 00:00:00,4.5,3,5.8,0.4,,,17.7,37,1016.3,0
2022-12-05 00:00:00,5.6,3,7,0,,,13.6,31.5,1022,49
2022-12-06 00:00:00,4.7,1,7,0,,,11.9,31.5,1024,155
